IP:PORT, LOSS, DELAY
162.159.195.198:4177,0.00%,355 ms
162.159.195.184:864,0.00%,362 ms
162.159.195.198:8742,0.00%,365 ms
188.114.96.227:8854,10.00%,306 ms
162.159.195.112:943,10.00%,308 ms
188.114.97.13:946,10.00%,310 ms
188.114.96.148:1070,10.00%,314 ms
188.114.98.64:859,10.00%,316 ms
188.114.97.19:4198,10.00%,318 ms
188.114.98.48:1070,10.00%,318 ms
188.114.96.219:8854,10.00%,318 ms
162.159.195.89:2506,10.00%,318 ms
162.159.195.78:7103,10.00%,319 ms
188.114.99.48:968,10.00%,319 ms
162.159.192.55:7281,10.00%,319 ms
188.114.99.56:2506,10.00%,320 ms
188.114.97.244:987,10.00%,321 ms
162.159.192.182:934,10.00%,321 ms
188.114.96.129:1180,10.00%,322 ms
188.114.97.39:864,10.00%,322 ms
162.159.195.148:8742,10.00%,322 ms
188.114.98.67:859,10.00%,322 ms
188.114.97.244:1074,10.00%,322 ms
188.114.99.190:1701,10.00%,322 ms
188.114.99.55:2506,10.00%,322 ms
188.114.99.185:1180,10.00%,322 ms
162.159.192.203:3581,10.00%,323 ms
188.114.99.156:939,10.00%,323 ms
162.159.195.230:945,10.00%,323 ms
162.159.195.252:3138,10.00%,323 ms
188.114.98.35:7103,10.00%,323 ms
188.114.97.39:987,10.00%,323 ms
188.114.98.64:3581,10.00%,324 ms
188.114.97.33:864,10.00%,324 ms
188.114.98.35:7152,10.00%,324 ms
162.159.195.130:894,10.00%,324 ms
162.159.195.57:1014,10.00%,324 ms
188.114.96.7:3138,10.00%,324 ms
188.114.96.7:942,10.00%,324 ms
188.114.96.104:4500,10.00%,325 ms
162.159.195.100:878,10.00%,325 ms
188.114.96.58:1387,10.00%,325 ms
188.114.99.84:4198,10.00%,325 ms
188.114.99.41:968,10.00%,325 ms
162.159.192.215:3854,10.00%,325 ms
188.114.96.246:7281,10.00%,325 ms
188.114.96.230:7103,10.00%,326 ms
188.114.96.131:1180,10.00%,326 ms
162.159.192.186:8886,10.00%,326 ms
188.114.97.176:500,10.00%,326 ms
188.114.97.204:939,10.00%,326 ms
188.114.97.157:4233,10.00%,326 ms
188.114.98.184:908,10.00%,327 ms
188.114.97.150:1070,10.00%,327 ms
188.114.99.228:1074,10.00%,327 ms
162.159.195.133:894,10.00%,327 ms
188.114.96.236:7103,10.00%,327 ms
188.114.99.163:1002,10.00%,327 ms
188.114.97.130:943,10.00%,327 ms
188.114.98.17:7559,10.00%,327 ms
162.159.195.57:7152,10.00%,327 ms
188.114.96.91:7281,10.00%,327 ms
188.114.99.193:7559,10.00%,328 ms
188.114.99.78:5279,10.00%,328 ms
162.159.195.229:945,10.00%,328 ms
162.159.195.71:1387,10.00%,328 ms
162.159.195.133:1074,10.00%,328 ms
188.114.98.51:1010,10.00%,328 ms
188.114.98.246:890,10.00%,328 ms
162.159.192.55:1074,10.00%,328 ms
162.159.195.98:2506,10.00%,329 ms
188.114.96.170:955,10.00%,329 ms
162.159.192.189:8886,10.00%,329 ms
188.114.96.80:2408,10.00%,329 ms
188.114.97.233:7156,10.00%,329 ms
188.114.96.124:4198,10.00%,329 ms
188.114.99.34:3138,10.00%,329 ms
188.114.96.2:942,10.00%,329 ms
188.114.97.157:8319,10.00%,329 ms
188.114.98.82:946,10.00%,329 ms
188.114.99.131:1701,10.00%,329 ms
188.114.96.239:7103,10.00%,329 ms
188.114.99.52:864,10.00%,329 ms
188.114.97.150:3581,10.00%,330 ms
188.114.99.47:945,10.00%,330 ms
188.114.99.23:942,10.00%,330 ms
162.159.195.227:854,10.00%,330 ms
188.114.97.105:1843,10.00%,330 ms
188.114.99.78:4198,10.00%,330 ms
188.114.96.244:3138,10.00%,330 ms
162.159.195.134:1074,10.00%,330 ms
188.114.96.252:7281,10.00%,330 ms
188.114.97.48:5956,10.00%,330 ms
162.159.195.97:1002,10.00%,330 ms
188.114.99.226:1074,10.00%,330 ms
188.114.98.25:7559,10.00%,330 ms
162.159.195.234:955,10.00%,330 ms
188.114.97.30:4198,10.00%,330 ms
188.114.99.142:878,10.00%,330 ms
188.114.97.160:8319,10.00%,330 ms
188.114.96.214:7559,10.00%,330 ms
188.114.97.225:4177,10.00%,330 ms
162.159.192.238:3138,10.00%,330 ms
188.114.99.170:1002,10.00%,331 ms
188.114.97.233:4233,10.00%,331 ms
188.114.99.176:1180,10.00%,331 ms
188.114.97.13:934,10.00%,331 ms
162.159.192.194:8886,10.00%,331 ms
188.114.96.216:8854,10.00%,331 ms
162.159.192.234:934,10.00%,331 ms
188.114.99.208:1387,10.00%,331 ms
162.159.195.98:1002,10.00%,331 ms
188.114.97.192:908,10.00%,331 ms
162.159.195.104:878,10.00%,331 ms
162.159.195.103:943,10.00%,331 ms
188.114.97.87:946,10.00%,331 ms
162.159.192.126:988,10.00%,332 ms
188.114.97.87:1387,10.00%,332 ms
188.114.97.175:2371,10.00%,332 ms
188.114.99.186:1180,10.00%,332 ms
162.159.195.134:894,10.00%,332 ms
188.114.99.49:864,10.00%,332 ms
188.114.98.180:1018,10.00%,332 ms
162.159.192.121:3138,10.00%,332 ms
188.114.96.8:942,10.00%,332 ms
188.114.96.119:3476,10.00%,332 ms
188.114.97.154:8319,10.00%,332 ms
188.114.97.225:955,10.00%,332 ms
188.114.98.25:955,10.00%,332 ms
188.114.97.53:7281,10.00%,332 ms
188.114.99.17:7156,10.00%,333 ms
188.114.98.199:1014,10.00%,333 ms
162.159.195.107:878,10.00%,333 ms
188.114.97.14:946,10.00%,333 ms
188.114.98.246:891,10.00%,333 ms
162.159.192.208:3581,10.00%,333 ms
162.159.195.59:5279,10.00%,333 ms
188.114.96.144:1070,10.00%,333 ms
188.114.98.201:1014,10.00%,333 ms
188.114.97.134:943,10.00%,333 ms
188.114.98.166:890,10.00%,333 ms
188.114.97.130:894,10.00%,333 ms
188.114.99.227:1074,10.00%,333 ms
162.159.195.250:1387,10.00%,333 ms
188.114.98.161:890,10.00%,333 ms
188.114.97.117:903,10.00%,333 ms
162.159.192.204:3581,10.00%,333 ms
162.159.192.231:934,10.00%,333 ms
162.159.195.130:1074,10.00%,334 ms
162.159.192.209:3581,10.00%,334 ms
162.159.192.62:1074,10.00%,334 ms
188.114.96.131:1010,10.00%,334 ms
162.159.192.85:7103,10.00%,334 ms
188.114.96.79:4233,10.00%,334 ms
188.114.99.210:1002,10.00%,334 ms
188.114.99.51:2506,10.00%,334 ms
188.114.99.69:7156,10.00%,334 ms
188.114.99.204:1387,10.00%,334 ms
162.159.195.244:1387,10.00%,334 ms
162.159.195.53:7152,10.00%,334 ms
188.114.99.148:3476,10.00%,335 ms
162.159.195.30:3854,10.00%,335 ms
162.159.192.72:7103,10.00%,335 ms
162.159.192.229:5956,10.00%,335 ms
188.114.98.222:3476,10.00%,335 ms
162.159.195.243:1387,10.00%,335 ms
162.159.195.32:934,10.00%,335 ms
162.159.195.27:934,10.00%,335 ms
188.114.99.31:3138,10.00%,335 ms
188.114.98.192:3476,10.00%,335 ms
188.114.99.93:3476,10.00%,335 ms
188.114.97.166:4233,10.00%,335 ms
162.159.192.208:500,10.00%,335 ms
162.159.192.23:3854,10.00%,335 ms
188.114.97.14:934,10.00%,335 ms
188.114.99.174:7156,10.00%,335 ms
162.159.192.63:7281,10.00%,335 ms
188.114.99.93:942,10.00%,335 ms
162.159.192.85:4177,10.00%,335 ms
162.159.195.31:934,10.00%,336 ms
162.159.195.218:928,10.00%,336 ms
162.159.192.105:1070,10.00%,336 ms
188.114.99.229:880,10.00%,336 ms
188.114.96.97:1701,10.00%,336 ms
188.114.99.28:942,10.00%,336 ms
188.114.97.26:4198,10.00%,336 ms
162.159.195.73:5279,10.00%,336 ms
162.159.192.237:934,10.00%,336 ms
162.159.195.252:942,10.00%,336 ms
188.114.97.113:1843,10.00%,336 ms
188.114.98.185:1018,10.00%,336 ms
162.159.195.153:8319,10.00%,336 ms
162.159.195.30:934,10.00%,336 ms
162.159.192.111:3138,10.00%,336 ms
188.114.99.80:4198,10.00%,336 ms
188.114.97.214:4177,10.00%,336 ms
188.114.98.172:890,10.00%,336 ms
162.159.192.139:943,10.00%,336 ms
188.114.97.203:939,10.00%,336 ms
162.159.195.101:878,10.00%,336 ms
162.159.192.98:1070,10.00%,336 ms
162.159.195.53:1014,10.00%,336 ms
162.159.192.241:946,10.00%,336 ms
162.159.192.131:5279,10.00%,336 ms
188.114.97.15:946,10.00%,336 ms
188.114.96.34:8319,10.00%,336 ms
188.114.96.8:3138,10.00%,336 ms
162.159.192.238:946,10.00%,337 ms
162.159.192.219:3854,10.00%,337 ms
162.159.192.179:7559,10.00%,337 ms
188.114.98.68:3581,10.00%,337 ms
188.114.97.192:878,10.00%,337 ms
188.114.97.91:987,10.00%,337 ms
188.114.96.220:7559,10.00%,337 ms
188.114.98.218:3476,10.00%,337 ms
188.114.96.97:7281,10.00%,337 ms
188.114.99.83:4198,10.00%,337 ms
188.114.99.36:945,10.00%,337 ms
188.114.99.196:7559,10.00%,337 ms
188.114.98.190:3476,10.00%,337 ms
162.159.195.237:955,10.00%,337 ms
162.159.195.27:3854,10.00%,337 ms
188.114.96.84:2408,10.00%,337 ms
188.114.99.27:942,10.00%,337 ms
188.114.98.170:890,10.00%,337 ms
188.114.96.232:934,10.00%,337 ms
162.159.195.237:1387,10.00%,337 ms
162.159.195.234:1387,10.00%,337 ms
188.114.97.88:1387,10.00%,337 ms
188.114.99.66:7156,10.00%,337 ms
162.159.195.14:500,10.00%,338 ms
188.114.99.71:3138,10.00%,338 ms
188.114.99.35:968,10.00%,338 ms
188.114.96.98:7281,10.00%,338 ms
188.114.99.239:1074,10.00%,338 ms
188.114.97.104:1843,10.00%,338 ms
162.159.195.212:3476,10.00%,338 ms
188.114.96.130:1180,10.00%,338 ms
188.114.97.36:864,10.00%,338 ms
188.114.96.33:8319,10.00%,338 ms
162.159.192.254:3581,10.00%,338 ms
188.114.99.184:1180,10.00%,338 ms
188.114.96.139:1180,10.00%,338 ms
188.114.97.254:1074,10.00%,338 ms
188.114.98.37:7152,10.00%,338 ms
162.159.192.155:4233,10.00%,338 ms
188.114.98.176:908,10.00%,338 ms
162.159.192.201:3581,10.00%,338 ms
188.114.99.229:1074,10.00%,339 ms
188.114.97.183:500,10.00%,339 ms
188.114.97.228:7156,10.00%,339 ms
162.159.192.246:3138,10.00%,339 ms
162.159.195.95:1002,10.00%,339 ms
162.159.195.94:2506,10.00%,339 ms
188.114.99.83:5279,10.00%,339 ms
188.114.99.182:7156,10.00%,339 ms
162.159.192.111:988,10.00%,339 ms
188.114.98.190:1014,10.00%,339 ms
188.114.96.111:3476,10.00%,339 ms
188.114.96.167:955,10.00%,339 ms
188.114.97.5:946,10.00%,339 ms
188.114.97.134:894,10.00%,339 ms
188.114.98.175:890,10.00%,340 ms
188.114.97.95:8742,10.00%,340 ms
188.114.96.199:891,10.00%,340 ms
162.159.195.108:878,10.00%,340 ms
188.114.97.190:908,10.00%,340 ms
188.114.96.54:1387,10.00%,340 ms
188.114.96.142:987,10.00%,340 ms
162.159.195.121:878,10.00%,340 ms
188.114.99.182:1180,10.00%,340 ms
188.114.98.59:3581,10.00%,340 ms
188.114.99.176:7156,10.00%,340 ms
162.159.192.173:894,10.00%,340 ms
188.114.98.37:7103,10.00%,340 ms
162.159.195.81:878,10.00%,340 ms
188.114.98.54:1070,10.00%,340 ms
188.114.96.115:3476,10.00%,340 ms
188.114.97.223:955,10.00%,340 ms
188.114.97.56:7281,10.00%,340 ms
162.159.195.112:878,10.00%,340 ms
162.159.195.240:1387,10.00%,340 ms
162.159.195.14:3581,10.00%,340 ms
188.114.99.72:7156,10.00%,340 ms
188.114.96.112:3476,10.00%,340 ms
188.114.97.91:8742,10.00%,340 ms
162.159.195.17:3581,10.00%,340 ms
188.114.98.77:946,10.00%,340 ms
188.114.97.128:894,10.00%,340 ms
188.114.97.224:955,10.00%,340 ms
188.114.96.188:946,10.00%,340 ms
188.114.97.178:2371,10.00%,341 ms
162.159.192.33:3854,10.00%,341 ms
188.114.97.199:939,10.00%,341 ms
188.114.97.247:1074,10.00%,341 ms
188.114.97.18:1014,10.00%,341 ms
188.114.97.55:1843,10.00%,341 ms
188.114.98.148:859,10.00%,341 ms
188.114.99.46:945,10.00%,341 ms
188.114.98.145:8742,10.00%,341 ms
162.159.192.250:3138,10.00%,341 ms
188.114.96.14:4233,10.00%,341 ms
162.159.192.27:3854,10.00%,341 ms
188.114.98.11:934,10.00%,341 ms
188.114.97.229:7156,10.00%,341 ms
162.159.192.8:3854,10.00%,341 ms
162.159.192.93:1070,10.00%,341 ms
188.114.97.224:4177,10.00%,341 ms
162.159.195.86:878,10.00%,341 ms
188.114.99.19:939,10.00%,341 ms
188.114.99.183:1180,10.00%,341 ms
162.159.192.163:4177,10.00%,341 ms
188.114.97.248:1074,10.00%,341 ms
188.114.98.230:880,10.00%,342 ms
188.114.96.162:1014,10.00%,342 ms
162.159.195.152:8742,10.00%,342 ms
162.159.192.175:7559,10.00%,342 ms
188.114.97.43:934,10.00%,342 ms
162.159.192.123:3138,10.00%,342 ms
188.114.96.166:3138,10.00%,342 ms
188.114.98.3:987,10.00%,342 ms
188.114.98.193:1014,10.00%,342 ms
188.114.96.247:7281,10.00%,342 ms
188.114.99.137:878,10.00%,342 ms
188.114.96.136:1010,10.00%,342 ms
162.159.195.0:3854,10.00%,342 ms
188.114.97.110:4233,10.00%,342 ms
162.159.195.121:903,10.00%,342 ms
188.114.97.119:903,10.00%,342 ms
188.114.97.93:987,10.00%,342 ms
162.159.195.221:854,10.00%,342 ms
188.114.96.27:8319,10.00%,342 ms
162.159.195.8:500,10.00%,343 ms
162.159.192.83:4177,10.00%,343 ms
162.159.195.156:8319,10.00%,343 ms
188.114.96.225:7559,10.00%,343 ms
188.114.99.203:7559,10.00%,343 ms
188.114.99.183:7156,10.00%,343 ms
162.159.192.247:3138,10.00%,343 ms
162.159.192.113:988,10.00%,343 ms
188.114.96.26:890,10.00%,343 ms
188.114.96.226:8854,10.00%,343 ms
188.114.97.89:987,10.00%,343 ms
162.159.192.66:7281,10.00%,343 ms
162.159.195.109:943,10.00%,343 ms
162.159.195.240:955,10.00%,343 ms
188.114.98.254:934,10.00%,343 ms
188.114.99.178:7156,10.00%,343 ms
162.159.192.141:1002,10.00%,343 ms
188.114.98.187:1018,10.00%,343 ms
188.114.97.110:1843,10.00%,343 ms
188.114.99.181:1180,10.00%,343 ms
162.159.195.123:903,10.00%,343 ms
188.114.97.202:1843,10.00%,343 ms
188.114.97.138:943,10.00%,343 ms
188.114.99.126:1701,10.00%,344 ms
162.159.192.79:4177,10.00%,344 ms
162.159.192.127:3581,10.00%,344 ms
188.114.99.175:1180,10.00%,344 ms
188.114.98.151:8742,10.00%,344 ms
188.114.97.193:878,10.00%,344 ms
162.159.192.71:4177,10.00%,344 ms
188.114.97.51:5956,10.00%,344 ms
162.159.195.117:878,10.00%,344 ms
162.159.192.29:968,10.00%,344 ms
188.114.98.255:934,10.00%,344 ms
188.114.97.236:4233,10.00%,344 ms
162.159.192.20:3854,10.00%,344 ms
188.114.99.246:7559,10.00%,344 ms
188.114.97.215:955,10.00%,344 ms
162.159.192.96:1070,10.00%,344 ms
162.159.192.229:934,10.00%,344 ms
188.114.96.214:8854,10.00%,344 ms
188.114.97.209:939,10.00%,344 ms
162.159.195.18:3581,10.00%,344 ms
188.114.99.142:7103,10.00%,344 ms
188.114.98.94:854,10.00%,345 ms
188.114.97.18:4198,10.00%,345 ms
162.159.195.70:1387,10.00%,345 ms
188.114.98.244:891,10.00%,345 ms
188.114.99.148:939,10.00%,345 ms
188.114.96.140:1070,10.00%,345 ms
162.159.192.120:3138,10.00%,345 ms
188.114.96.6:3138,10.00%,345 ms
188.114.96.116:3476,10.00%,345 ms
162.159.192.43:968,10.00%,345 ms
188.114.98.235:891,10.00%,345 ms
162.159.195.210:928,10.00%,345 ms
162.159.192.122:3138,10.00%,345 ms
188.114.99.66:3138,10.00%,345 ms
188.114.98.155:8742,10.00%,345 ms
188.114.98.255:894,10.00%,345 ms
162.159.192.77:7103,10.00%,345 ms
188.114.97.170:500,10.00%,345 ms
188.114.96.69:7281,10.00%,345 ms
162.159.195.35:3854,10.00%,345 ms
188.114.99.164:4233,10.00%,345 ms
188.114.99.77:3138,10.00%,345 ms
188.114.99.12:7156,10.00%,345 ms
162.159.192.83:7103,10.00%,345 ms
188.114.99.150:3476,10.00%,345 ms
188.114.96.238:7103,10.00%,345 ms
162.159.192.164:4177,10.00%,345 ms
188.114.97.23:1014,10.00%,345 ms
188.114.96.117:4198,10.00%,345 ms
188.114.99.209:1387,10.00%,345 ms
188.114.98.242:890,10.00%,345 ms
162.159.195.90:1002,10.00%,346 ms
162.159.192.46:3854,10.00%,346 ms
188.114.96.145:1070,10.00%,346 ms
162.159.192.116:3138,10.00%,346 ms
188.114.97.66:7281,10.00%,346 ms
162.159.192.70:7103,10.00%,346 ms
188.114.96.57:1387,10.00%,346 ms
162.159.195.92:1002,10.00%,346 ms
188.114.96.158:945,10.00%,346 ms
188.114.99.225:880,10.00%,346 ms
162.159.192.101:8742,10.00%,346 ms
188.114.98.20:955,10.00%,346 ms
162.159.195.123:878,10.00%,346 ms
188.114.97.72:1014,10.00%,346 ms
188.114.99.154:939,10.00%,346 ms
188.114.97.124:864,10.00%,346 ms
188.114.96.208:890,10.00%,346 ms
188.114.98.132:934,10.00%,346 ms
162.159.192.94:1070,10.00%,346 ms
188.114.96.152:987,10.00%,346 ms
188.114.99.77:7156,10.00%,346 ms
188.114.96.215:7559,10.00%,346 ms
188.114.98.46:1010,10.00%,347 ms
162.159.192.79:7103,10.00%,347 ms
188.114.96.45:7156,10.00%,347 ms
188.114.97.182:500,10.00%,347 ms
162.159.192.212:3581,10.00%,347 ms
162.159.192.198:500,10.00%,347 ms
162.159.195.48:1014,10.00%,347 ms
188.114.97.54:7281,10.00%,347 ms
188.114.96.167:3138,10.00%,347 ms
188.114.99.32:3138,10.00%,347 ms
188.114.97.133:943,10.00%,347 ms
188.114.97.59:7281,10.00%,347 ms
162.159.192.192:934,10.00%,347 ms
162.159.195.113:943,10.00%,347 ms
188.114.96.197:943,10.00%,347 ms
188.114.96.245:3138,10.00%,347 ms
162.159.195.87:878,10.00%,347 ms
188.114.97.52:5956,10.00%,347 ms
188.114.96.27:890,10.00%,347 ms
162.159.192.20:968,10.00%,347 ms
188.114.97.48:934,10.00%,347 ms
162.159.192.140:1002,10.00%,347 ms
188.114.98.24:955,10.00%,347 ms
188.114.98.212:890,10.00%,347 ms
188.114.98.217:1843,10.00%,347 ms
188.114.99.76:3138,10.00%,347 ms
188.114.99.197:1701,10.00%,348 ms
188.114.96.138:1010,10.00%,348 ms
188.114.99.151:3476,10.00%,348 ms
188.114.99.115:7559,10.00%,348 ms
162.159.192.17:968,10.00%,348 ms
188.114.97.124:903,10.00%,348 ms
188.114.96.118:3476,10.00%,348 ms
188.114.98.204:890,10.00%,348 ms
188.114.99.201:7559,10.00%,348 ms
162.159.195.120:903,10.00%,348 ms
188.114.99.14:7156,10.00%,348 ms
188.114.98.202:1014,10.00%,348 ms
162.159.195.158:8319,10.00%,348 ms
162.159.192.39:3854,10.00%,348 ms
188.114.97.158:8319,10.00%,348 ms
188.114.99.211:1002,10.00%,348 ms
188.114.96.43:7156,10.00%,348 ms
188.114.96.55:1387,10.00%,348 ms
188.114.96.96:7281,10.00%,348 ms
188.114.98.92:3854,10.00%,349 ms
188.114.99.123:1701,10.00%,349 ms
188.114.99.57:864,10.00%,349 ms
188.114.99.54:2506,10.00%,349 ms
162.159.192.5:3854,10.00%,349 ms
188.114.99.64:3138,10.00%,349 ms
188.114.97.216:955,10.00%,349 ms
188.114.99.13:7156,10.00%,349 ms
188.114.96.69:946,10.00%,349 ms
162.159.192.200:500,10.00%,349 ms
188.114.98.177:908,10.00%,349 ms
188.114.98.28:955,10.00%,349 ms
188.114.98.215:890,10.00%,349 ms
188.114.99.138:878,10.00%,349 ms
188.114.99.79:5279,10.00%,349 ms
188.114.97.127:943,10.00%,349 ms
162.159.192.31:3854,10.00%,349 ms
188.114.97.189:878,10.00%,349 ms
188.114.99.110:7559,10.00%,349 ms
162.159.192.154:4233,10.00%,349 ms
188.114.99.215:1387,10.00%,349 ms
188.114.96.209:890,10.00%,349 ms
162.159.195.90:2506,10.00%,349 ms
188.114.99.230:880,10.00%,349 ms
162.159.192.202:3581,10.00%,349 ms
188.114.96.119:4198,10.00%,349 ms
188.114.96.244:7281,10.00%,349 ms
188.114.97.50:5956,10.00%,349 ms
162.159.192.221:8854,10.00%,349 ms
188.114.99.88:5279,10.00%,349 ms
188.114.98.159:8319,10.00%,349 ms
188.114.96.200:891,10.00%,350 ms
162.159.192.221:3854,10.00%,350 ms
188.114.99.216:1387,10.00%,350 ms
188.114.96.135:1180,10.00%,350 ms
162.159.192.109:988,10.00%,350 ms
188.114.96.134:1180,10.00%,350 ms
162.159.192.233:5956,10.00%,350 ms
188.114.98.53:1010,10.00%,350 ms
188.114.98.46:1070,10.00%,350 ms
188.114.99.45:968,10.00%,350 ms
188.114.97.64:1843,10.00%,350 ms
162.159.195.142:1074,10.00%,350 ms
188.114.98.7:934,10.00%,350 ms
188.114.96.38:903,10.00%,350 ms
188.114.96.118:4198,10.00%,350 ms
162.159.195.83:7103,10.00%,350 ms
162.159.192.225:934,10.00%,350 ms
188.114.99.112:859,10.00%,350 ms
188.114.96.94:7281,10.00%,350 ms
188.114.98.68:859,10.00%,351 ms
188.114.96.14:500,10.00%,351 ms
162.159.195.67:1387,10.00%,351 ms
188.114.99.244:7559,10.00%,351 ms
188.114.97.102:4233,10.00%,351 ms
188.114.97.172:2371,10.00%,351 ms
162.159.192.75:7103,10.00%,351 ms
188.114.97.20:1014,10.00%,351 ms
188.114.99.207:1002,10.00%,351 ms
162.159.192.46:968,10.00%,351 ms
162.159.192.198:3581,10.00%,351 ms
162.159.195.159:8742,10.00%,351 ms
188.114.98.31:955,10.00%,351 ms
162.159.192.24:968,10.00%,351 ms
162.159.192.43:3854,10.00%,351 ms
188.114.98.203:1014,10.00%,351 ms
188.114.96.100:946,10.00%,351 ms
188.114.97.108:4233,10.00%,351 ms
188.114.96.122:4198,10.00%,351 ms
188.114.97.8:946,10.00%,351 ms
162.159.195.32:3854,10.00%,351 ms
188.114.98.28:7559,10.00%,351 ms
162.159.192.228:5956,10.00%,351 ms
162.159.193.5:500,10.00%,351 ms
188.114.99.31:942,10.00%,351 ms
188.114.99.32:942,10.00%,351 ms
162.159.195.36:3854,10.00%,351 ms
188.114.97.148:1070,10.00%,351 ms
188.114.98.14:7559,10.00%,351 ms
162.159.192.87:4177,10.00%,352 ms
188.114.96.123:3476,10.00%,352 ms
188.114.98.86:946,10.00%,352 ms
162.159.192.80:4177,10.00%,352 ms
162.159.195.136:1074,10.00%,352 ms
162.159.192.69:7103,10.00%,352 ms
188.114.96.21:500,10.00%,352 ms
188.114.99.30:3138,10.00%,352 ms
188.114.96.103:4500,10.00%,352 ms
188.114.98.189:3476,10.00%,352 ms
162.159.195.207:4177,10.00%,352 ms
188.114.98.140:8854,10.00%,352 ms
162.159.192.75:4177,10.00%,352 ms
162.159.192.5:968,10.00%,352 ms
162.159.195.115:878,10.00%,352 ms
162.159.192.68:7281,10.00%,352 ms
188.114.96.240:7103,10.00%,352 ms
162.159.195.120:878,10.00%,352 ms
188.114.99.58:864,10.00%,352 ms
162.159.195.233:955,10.00%,352 ms
188.114.96.55:7559,10.00%,352 ms
188.114.96.75:7281,10.00%,352 ms
188.114.99.26:3138,10.00%,352 ms
188.114.97.189:908,10.00%,352 ms
188.114.99.213:1002,10.00%,352 ms
188.114.97.103:4233,10.00%,352 ms
162.159.192.68:1074,10.00%,353 ms
188.114.96.11:4233,10.00%,353 ms
188.114.97.200:1843,10.00%,353 ms
188.114.96.253:7281,10.00%,353 ms
188.114.98.159:890,10.00%,353 ms
188.114.96.155:945,10.00%,353 ms
188.114.96.195:946,10.00%,353 ms
162.159.192.40:3854,10.00%,353 ms
162.159.192.99:1070,10.00%,353 ms
188.114.96.164:1014,10.00%,353 ms
188.114.97.129:894,10.00%,353 ms
188.114.96.207:890,10.00%,353 ms
162.159.192.206:3581,10.00%,353 ms
162.159.192.31:968,10.00%,353 ms
162.159.195.228:854,10.00%,353 ms
162.159.192.30:3854,10.00%,353 ms
188.114.96.251:3138,10.00%,353 ms
188.114.99.177:7156,10.00%,353 ms
188.114.97.194:908,10.00%,353 ms
162.159.192.13:3854,10.00%,353 ms
188.114.99.244:1074,10.00%,353 ms
188.114.99.107:7559,10.00%,354 ms
188.114.99.69:3138,10.00%,354 ms
162.159.192.227:5956,10.00%,354 ms
188.114.99.223:1074,10.00%,354 ms
188.114.99.39:968,10.00%,354 ms
162.159.192.219:8854,10.00%,354 ms
188.114.98.154:859,10.00%,354 ms
188.114.98.219:880,10.00%,354 ms
188.114.98.10:987,10.00%,354 ms
162.159.192.24:3854,10.00%,354 ms
188.114.98.187:908,10.00%,354 ms
162.159.195.21:500,10.00%,354 ms
188.114.98.52:1010,10.00%,354 ms
188.114.99.68:3138,10.00%,354 ms
188.114.96.102:946,10.00%,354 ms
188.114.98.243:891,10.00%,354 ms
162.159.195.100:943,10.00%,354 ms
188.114.98.198:3476,10.00%,354 ms
188.114.98.47:1010,10.00%,354 ms
188.114.98.95:854,10.00%,354 ms
188.114.98.20:7559,10.00%,354 ms
188.114.99.199:7559,10.00%,354 ms
162.159.195.220:854,10.00%,354 ms
188.114.96.88:1701,10.00%,354 ms
188.114.99.117:859,10.00%,355 ms
188.114.96.127:1180,10.00%,355 ms
162.159.193.3:500,10.00%,355 ms
162.159.192.53:7281,10.00%,355 ms
162.159.195.50:7152,10.00%,355 ms
188.114.98.171:890,10.00%,355 ms
162.159.195.217:928,10.00%,355 ms
188.114.96.15:500,10.00%,355 ms
162.159.192.101:1070,10.00%,355 ms
162.159.192.21:968,10.00%,355 ms
188.114.99.214:1002,10.00%,355 ms
188.114.96.64:946,10.00%,355 ms
188.114.99.124:7103,10.00%,355 ms
162.159.195.84:878,10.00%,355 ms
162.159.192.145:4233,10.00%,355 ms
188.114.98.4:987,10.00%,355 ms
188.114.96.3:942,10.00%,355 ms
188.114.99.249:5956,10.00%,355 ms
162.159.192.16:3854,10.00%,355 ms
162.159.195.135:1074,10.00%,355 ms
188.114.97.143:3581,10.00%,355 ms
188.114.96.50:1387,10.00%,355 ms
162.159.195.79:878,10.00%,355 ms
188.114.99.216:1002,10.00%,356 ms
162.159.192.162:8742,10.00%,356 ms
188.114.97.249:987,10.00%,356 ms
162.159.195.119:878,10.00%,356 ms
188.114.97.109:4233,10.00%,356 ms
188.114.98.8:987,10.00%,356 ms
188.114.98.140:934,10.00%,356 ms
162.159.195.51:1014,10.00%,356 ms
162.159.192.13:968,10.00%,356 ms
188.114.99.11:7156,10.00%,356 ms
188.114.97.198:1843,10.00%,356 ms
188.114.96.235:7103,10.00%,356 ms
162.159.192.210:500,10.00%,356 ms
162.159.195.127:903,10.00%,356 ms
162.159.195.47:7152,10.00%,356 ms
162.159.195.42:8854,10.00%,356 ms
162.159.195.151:8319,10.00%,356 ms
188.114.97.38:987,10.00%,356 ms
188.114.96.157:1014,10.00%,356 ms
188.114.97.165:8319,10.00%,356 ms
188.114.99.201:1701,10.00%,356 ms
188.114.99.245:7559,10.00%,356 ms
188.114.96.47:7156,10.00%,356 ms
162.159.195.12:500,10.00%,356 ms
162.159.192.41:3854,10.00%,356 ms
188.114.98.208:1843,10.00%,356 ms
188.114.96.207:891,10.00%,356 ms
162.159.192.169:4177,10.00%,357 ms
188.114.96.156:945,10.00%,357 ms
162.159.195.228:945,10.00%,357 ms
